failures,studytime,famrel,traveltime,guardian,higher,absences,goout,Dalc,Walc,internet,paid,Fedu,Mjob,Fjob,reason,G2,G3
0,3,4,3,father,yes,8,3,1,1,yes,no,2,other,services,reputation,15,15
1,2,3,1,father,no,0,3,4,3,yes,no,2,services,services,reputation,8,10
0,1,4,2,mother,yes,0,3,1,2,yes,no,3,teacher,services,course,10,10
0,1,3,2,other,no,10,4,2,4,yes,no,2,at_home,other,home,10,11
0,1,4,2,mother,yes,22,4,2,4,yes,no,1,services,other,home,11,10
0,1,4,1,mother,yes,18,4,3,4,yes,no,2,teacher,services,home,13,13
0,4,5,2,mother,yes,2,2,1,1,no,no,1,at_home,other,reputation,17,18
0,2,5,2,mother,yes,0,4,1,1,yes,no,1,other,other,home,13,13
0,2,5,1,mother,yes,12,5,1,2,yes,no,2,other,other,course,12,14
0,2,4,2,mother,yes,10,1,1,1,yes,no,1,other,other,reputation,13,14
0,2,4,1,father,yes,0,3,1,2,yes,no,1,other,other,reputation,12,12
0,3,4,1,mother,yes,0,3,1,2,yes,no,2,at_home,at_home,other,18,18
0,3,4,1,mother,yes,0,3,1,1,yes,no,1,services,teacher,reputation,13,14
0,3,4,1,mother,yes,0,4,1,3,yes,no,1,services,services,reputation,15,15
0,2,5,1,mother,yes,0,3,1,1,yes,no,4,teacher,teacher,reputation,17,17
0,2,4,1,mother,yes,2,2,1,4,yes,no,2,teacher,other,home,16,16
0,3,4,1,mother,yes,0,2,1,2,yes,no,3,health,services,reputation,18,18
0,4,3,2,mother,yes,0,2,1,1,no,no,1,services,other,reputation,19,19
0,3,5,2,mother,yes,0,2,1,1,yes,no,2,services,other,reputation,15,15
0,1,4,1,mother,yes,0,3,1,3,yes,no,3,health,other,home,15,15
0,2,2,2,other,yes,2,4,2,3,yes,no,4,health,other,reputation,13,13
0,2,4,2,other,yes,0,5,1,2,yes,no,3,other,other,home,14,14
0,4,4,1,father,yes,0,3,1,1,yes,no,3,other,other,reputation,17,17
0,1,1,1,mother,yes,0,2,2,2,yes,no,4,teacher,teacher,home,18,17
0,2,4,1,mother,yes,0,4,1,1,yes,yes,4,health,other,home,15,15
0,1,4,2,father,yes,0,1,2,2,yes,no,4,other,teacher,home,13,13
0,3,5,2,mother,yes,0,4,1,1,yes,no,4,services,services,reputation,7,8
0,3,4,2,mother,yes,0,3,1,1,yes,no,2,other,other,reputation,16,16
0,4,5,1,father,yes,0,2,1,2,yes,no,2,health,health,reputation,18,18
1,3,4,2,mother,yes,0,1,1,1,yes,no,1,at_home,services,course,10,11
2,1,5,1,other,yes,0,3,1,1,no,no,2,services,other,course,15,15
0,2,4,1,father,yes,0,3,1,2,no,no,3,other,services,reputation,10,11
0,2,3,1,mother,yes,2,4,1,2,no,no,4,other,teacher,home,10,11
0,2,5,2,mother,yes,2,3,1,2,yes,no,1,services,other,course,12,15
0,2,4,2,father,yes,2,1,1,1,yes,no,3,other,other,course,12,14
0,1,4,1,mother,yes,2,4,1,1,yes,no,4,teacher,teacher,course,16,17
0,3,4,1,mother,yes,2,4,1,1,yes,no,3,other,other,course,15,17
0,1,3,2,mother,yes,8,4,1,4,yes,no,3,health,services,course,12,15
0,3,4,1,father,yes,2,4,2,5,yes,no,4,at_home,services,course,15,17
0,2,4,1,father,yes,8,4,1,1,yes,no,3,at_home,other,course,12,14
0,2,5,2,mother,yes,9,4,1,1,yes,no,2,health,other,course,10,10
0,2,4,1,mother,yes,0,4,3,3,yes,no,4,teacher,other,course,11,13
0,1,5,1,mother,yes,4,4,1,1,yes,no,4,other,other,course,12,14
0,1,5,1,mother,yes,2,4,1,2,yes,no,4,health,health,course,15,17
0,2,5,1,mother,yes,14,2,1,2,yes,no,3,services,services,course,14,17
0,2,5,1,mother,yes,0,3,1,1,yes,no,3,services,other,home,12,13
0,2,4,1,father,yes,2,3,2,2,yes,no,1,other,other,home,12,14
0,1,4,1,father,yes,2,5,3,4,yes,no,4,other,other,reputation,9,11
0,3,1,3,other,no,12,5,4,3,no,no,1,other,other,course,10,11
2,2,5,3,other,yes,2,4,1,1,yes,no,1,other,other,course,8,9
0,1,4,1,mother,yes,2,5,2,4,yes,no,2,other,other,course,10,10
0,2,4,1,mother,yes,4,2,1,1,no,no,2,other,other,course,13,13
0,3,3,1,mother,yes,0,2,2,2,yes,no,2,services,services,course,11,10
0,3,3,1,father,yes,0,3,2,3,yes,no,1,services,services,course,18,17
0,3,3,2,father,yes,0,3,2,3,yes,no,2,at_home,at_home,home,14,15
0,3,4,2,mother,yes,0,5,1,2,yes,no,1,other,other,home,14,14
0,3,4,1,mother,yes,0,3,2,2,yes,no,4,other,other,course,14,13
0,1,4,1,mother,yes,0,5,3,5,yes,no,3,other,services,reputation,18,17
0,1,4,4,mother,yes,2,5,5,5,yes,no,2,services,other,course,10,10
0,3,5,1,mother,yes,0,4,1,3,yes,no,4,teacher,services,course,12,13
0,3,4,2,mother,yes,4,3,1,2,yes,no,4,teacher,teacher,course,14,15
0,1,4,1,mother,yes,2,5,2,5,yes,yes,3,at_home,other,course,12,11
0,4,4,1,mother,yes,0,5,2,4,yes,yes,2,other,other,course,11,12
0,1,5,1,other,yes,0,4,2,2,no,no,2,at_home,services,home,10,10
0,2,4,4,mother,yes,2,5,1,1,no,no,2,at_home,other,course,9,10
0,3,4,1,father,yes,0,3,1,1,yes,no,4,at_home,other,course,15,15
0,1,5,1,mother,yes,6,2,1,2,yes,no,2,other,other,reputation,14,15
0,2,5,1,mother,yes,8,4,1,1,yes,no,3,services,services,home,11,12
0,2,4,1,other,yes,0,3,1,1,yes,no,2,other,other,home,9,12
0,4,4,2,mother,yes,6,4,1,1,no,no,2,at_home,other,course,13,14
0,3,4,1,mother,yes,8,5,1,3,yes,no,4,services,other,course,13,14
0,2,4,1,mother,yes,0,2,2,3,yes,no,2,other,other,home,13,15
0,4,5,1,mother,yes,4,3,1,1,yes,no,3,services,services,home,14,15
0,2,4,1,mother,yes,0,3,2,3,yes,no,2,other,other,home,14,16
0,2,4,1,father,yes,0,3,2,2,yes,no,4,teacher,services,home,12,13
0,2,4,1,mother,yes,6,3,1,3,yes,no,4,services,other,home,16,17
0,2,3,1,father,yes,18,1,1,2,yes,no,2,at_home,at_home,home,12,14
0,3,4,1,mother,yes,0,3,1,2,yes,no,3,at_home,other,course,12,14
0,3,5,1,mother,yes,4,3,2,3,yes,no,2,other,services,other,16,17
0,3,5,1,mother,yes,4,2,1,2,yes,no,3,teacher,services,course,14,17
0,3,5,1,mother,yes,0,5,2,3,yes,no,3,teacher,other,course,13,14
0,3,4,1,mother,yes,0,3,1,3,yes,no,3,health,other,reputation,12,13
0,2,4,2,mother,yes,10,4,2,2,yes,no,1,services,other,course,15,15
0,2,4,1,mother,yes,4,5,2,4,yes,no,1,services,other,reputation,16,16
1,1,2,2,other,no,16,3,3,4,yes,no,3,at_home,other,home,11,11
1,1,4,1,mother,yes,6,2,1,1,yes,yes,1,other,at_home,home,13,13
2,3,3,1,other,yes,0,2,1,1,yes,yes,4,other,other,reputation,12,12
0,2,4,1,mother,no,11,4,1,3,yes,no,2,services,services,reputation,11,12
0,2,4,1,other,yes,9,5,1,4,yes,no,4,other,other,reputation,14,15
0,2,4,1,mother,yes,0,4,1,3,yes,no,2,services,services,reputation,17,17
0,3,4,1,mother,yes,2,2,1,2,yes,no,4,health,other,reputation,15,15
0,2,4,1,mother,yes,0,2,1,1,yes,no,2,teacher,other,course,17,17
2,2,5,2,other,no,21,3,5,2,yes,no,1,at_home,other,course,10,10
0,3,3,2,other,yes,8,2,1,3,yes,no,1,other,other,reputation,15,15
1,1,3,1,other,yes,5,5,4,4,yes,no,4,teacher,other,home,10,11
0,2,4,1,mother,yes,10,4,1,2,yes,no,2,other,other,reputation,18,18
0,3,4,1,father,yes,5,4,1,2,yes,no,2,at_home,other,reputation,17,17
0,1,3,1,father,yes,13,3,4,5,yes,no,3,other,services,reputation,14,14
0,1,5,1,mother,yes,10,4,1,4,yes,no,1,other,other,reputation,11,11
0,2,4,2,mother,yes,10,4,1,3,yes,no,2,services,other,reputation,17,17
1,1,5,2,mother,yes,5,1,1,1,yes,no,0,other,other,reputation,10,10
0,2,3,1,mother,yes,4,2,1,2,yes,no,2,services,other,home,13,13
0,1,4,2,father,no,11,3,1,3,yes,no,3,at_home,other,other,11,11
0,2,4,2,mother,yes,0,4,1,1,yes,no,2,other,other,course,12,12
1,1,4,1,mother,yes,6,3,1,1,no,no,1,at_home,services,other,10,10
0,1,5,2,mother,yes,4,4,2,3,yes,no,3,at_home,other,course,10,11
0,2,4,2,mother,yes,0,2,1,2,no,no,3,at_home,services,course,17,17
0,1,1,2,mother,no,0,4,1,1,no,no,1,at_home,other,home,8,9
0,2,5,1,mother,yes,5,2,1,3,no,no,4,at_home,other,home,11,11
0,3,4,1,mother,yes,0,3,1,1,yes,no,2,other,other,other,11,11
1,2,4,1,father,yes,0,4,1,2,no,no,2,at_home,other,course,10,10
1,1,5,1,father,no,0,4,2,2,yes,no,1,other,other,other,6,7
0,1,1,2,mother,yes,0,1,3,5,yes,no,4,teacher,other,course,14,14
0,4,1,2,mother,no,4,1,1,1,no,no,2,at_home,other,reputation,9,11
0,2,5,2,father,yes,0,3,1,2,yes,no,1,at_home,services,reputation,10,10
1,1,4,2,mother,yes,4,3,1,2,yes,no,1,other,services,course,7,8
0,1,3,2,mother,yes,0,3,1,2,no,no,2,other,other,other,11,12
0,1,5,2,mother,yes,2,5,1,3,yes,no,3,other,other,course,11,12
0,1,4,2,father,yes,0,3,1,1,yes,no,3,other,services,course,16,16
0,2,5,2,mother,yes,0,5,4,5,no,no,1,at_home,services,home,0,0
0,2,4,1,mother,yes,4,3,2,4,yes,yes,1,other,other,home,9,9
0,2,5,1,father,yes,0,4,1,2,yes,no,1,health,services,reputation,13,14
0,2,5,1,father,yes,7,4,1,2,yes,no,1,health,services,reputation,9,8
0,2,3,3,mother,yes,4,5,1,2,no,no,4,other,health,other,10,11
0,2,5,4,mother,yes,8,5,2,4,no,no,1,other,other,course,9,9
0,2,5,1,father,yes,0,3,1,1,yes,no,3,at_home,at_home,reputation,11,11
0,1,5,3,mother,no,8,5,5,5,no,no,1,other,other,other,10,9
0,3,4,2,mother,yes,6,2,1,1,yes,no,4,teacher,teacher,course,16,17
0,1,5,2,mother,yes,3,2,1,1,no,no,2,other,services,course,13,13
0,2,4,3,mother,yes,2,4,1,2,yes,no,3,other,services,course,15,15
0,2,4,2,father,yes,0,3,1,1,no,no,2,other,other,course,11,11
0,2,4,3,mother,yes,4,5,1,1,yes,no,2,other,other,course,10,11
1,3,1,1,mother,yes,0,2,1,2,no,no,2,other,services,course,8,8
1,3,1,1,mother,yes,3,2,1,2,no,no,2,other,services,course,8,8
0,2,4,1,mother,yes,0,2,3,3,yes,no,1,at_home,other,home,10,9
0,2,5,1,father,yes,0,3,2,1,no,no,1,at_home,other,course,14,15
0,1,5,1,mother,yes,4,5,5,5,yes,no,2,at_home,services,reputation,11,11
0,4,4,4,father,yes,0,2,1,1,yes,no,1,other,other,home,10,13
0,3,4,4,father,yes,2,3,1,1,no,no,1,at_home,other,other,9,10
0,2,4,2,father,yes,1,3,1,1,yes,no,1,at_home,other,home,10,11
0,1,4,2,mother,yes,0,2,4,3,yes,no,1,at_home,other,other,12,14
0,2,4,3,father,yes,0,1,1,2,no,no,1,at_home,at_home,course,14,14
0,3,4,1,father,yes,2,3,2,2,no,no,2,other,other,other,11,12
0,1,3,2,father,yes,6,4,3,4,no,no,1,at_home,other,other,11,11
1,2,3,1,father,yes,9,4,2,3,yes,no,2,other,other,course,8,8
0,1,3,2,mother,yes,0,3,1,3,no,no,1,other,services,home,9,11
0,2,5,3,father,yes,1,4,1,1,yes,no,2,other,services,course,13,14
0,1,4,3,mother,yes,1,3,1,2,no,no,2,health,other,reputation,12,13
0,2,4,1,father,yes,0,1,1,1,no,no,4,other,teacher,course,12,13
0,2,4,1,mother,yes,4,4,1,1,yes,no,3,services,other,reputation,12,12
1,2,4,2,mother,yes,2,4,2,3,no,no,2,at_home,other,course,11,12
0,1,4,3,father,yes,0,2,1,1,no,no,2,other,other,home,14,16
0,1,2,2,mother,yes,4,3,2,3,yes,no,1,at_home,services,course,8,10
0,1,4,3,father,yes,2,4,3,5,yes,no,3,at_home,other,reputation,11,11
0,3,5,2,mother,yes,0,2,1,1,no,no,2,other,services,course,13,14
0,1,5,1,mother,yes,2,3,1,1,yes,no,1,other,other,home,8,8
0,1,4,2,father,yes,11,3,2,4,yes,no,3,services,services,course,10,11
3,2,3,2,father,yes,0,3,1,1,no,no,1,at_home,other,course,7,8
0,1,4,1,mother,no,4,3,1,1,no,no,2,other,at_home,course,9,10
1,1,4,1,other,no,0,4,1,1,yes,no,3,at_home,services,course,9,10
0,1,5,3,mother,no,2,3,1,1,no,no,1,at_home,other,course,10,11
0,1,5,2,mother,no,0,1,1,3,no,no,1,at_home,other,course,10,9
0,2,3,3,father,no,1,5,1,2,yes,no,2,other,other,course,10,11
0,1,4,1,mother,no,6,4,1,2,no,no,2,other,other,home,7,8
0,2,4,2,mother,yes,0,5,1,2,yes,no,2,at_home,other,course,10,11
1,1,4,1,father,yes,1,3,1,4,yes,yes,2,other,services,course,10,10
2,3,3,2,other,no,6,2,1,1,no,no,2,other,other,course,9,10
1,3,5,1,mother,no,6,1,1,1,no,no,1,at_home,services,course,9,9
1,1,4,2,mother,no,0,3,3,4,yes,no,1,other,other,home,9,10
1,1,3,2,mother,no,4,3,1,1,yes,no,1,at_home,at_home,course,11,10
1,2,1,2,other,yes,12,4,4,1,yes,no,1,other,other,course,8,9
0,2,3,1,mother,yes,2,2,1,1,no,no,2,health,other,course,10,10
0,1,2,2,father,yes,5,4,3,5,no,no,1,other,at_home,course,9,10
0,2,4,1,mother,no,0,5,1,3,yes,no,2,at_home,other,course,9,9
0,1,4,1,mother,no,0,4,1,1,yes,no,3,other,other,reputation,13,13
0,1,4,1,mother,yes,2,4,2,2,yes,no,1,services,services,home,14,14
1,4,5,2,mother,yes,0,5,3,4,no,yes,3,services,at_home,course,11,10
0,2,5,1,mother,yes,0,3,1,1,yes,no,1,other,services,course,13,14
0,1,4,1,mother,yes,0,5,1,2,no,yes,2,services,other,course,16,16
1,1,5,1,father,no,12,5,5,5,yes,no,2,other,other,course,7,7
0,1,4,1,father,yes,8,5,1,5,yes,no,3,other,other,course,12,13
1,4,1,3,mother,yes,2,5,3,5,no,no,2,services,services,other,8,9
0,4,2,1,other,yes,0,1,1,1,yes,no,1,other,other,course,14,14
0,3,5,1,mother,yes,0,5,1,1,yes,no,2,other,other,home,13,13
0,1,4,2,mother,yes,0,5,1,2,yes,no,1,at_home,other,reputation,11,11
1,2,3,2,mother,yes,8,4,2,4,yes,no,3,at_home,services,other,9,10
0,3,4,1,father,yes,0,3,1,1,no,no,1,other,services,course,11,10
1,1,4,3,mother,yes,0,5,1,2,yes,no,2,other,other,course,9,9
0,2,5,3,father,yes,0,2,1,1,no,no,1,at_home,other,course,17,18
0,2,5,2,mother,yes,0,2,1,1,no,no,2,other,other,reputation,17,17
0,2,4,2,mother,yes,1,5,1,1,yes,no,0,other,other,other,9,10
1,2,4,1,mother,yes,9,2,1,1,yes,no,1,at_home,other,other,7,7
0,1,3,1,mother,yes,0,3,1,3,yes,no,1,other,other,course,6,8
0,1,3,1,mother,yes,2,3,1,4,yes,no,2,services,at_home,course,6,7
0,2,2,2,mother,yes,8,5,1,4,no,no,1,other,at_home,reputation,8,10
0,2,4,1,father,yes,0,3,2,3,yes,no,4,health,teacher,reputation,16,16
0,1,5,2,mother,yes,0,5,1,4,yes,no,2,other,other,reputation,14,15
1,2,2,1,father,yes,8,2,1,3,yes,no,4,other,services,reputation,5,8
0,2,5,2,mother,yes,0,1,1,1,yes,no,1,other,services,reputation,7,0
0,2,4,3,mother,yes,6,2,1,3,yes,no,1,at_home,other,other,8,8
0,2,3,2,mother,yes,0,3,1,1,yes,no,3,at_home,services,other,10,10
0,2,4,1,mother,yes,4,4,1,2,yes,no,4,health,health,course,8,8
0,4,5,1,mother,no,2,5,5,5,yes,no,4,at_home,health,home,6,6
0,2,4,3,mother,yes,2,1,1,1,no,no,4,at_home,other,other,9,8
0,3,4,1,mother,yes,0,3,1,2,yes,no,4,other,services,home,14,16
0,1,4,1,mother,yes,1,3,1,2,yes,no,1,other,other,other,14,14
0,3,5,4,mother,yes,0,3,2,2,no,no,2,services,services,other,9,10
0,1,5,1,mother,yes,5,3,1,2,yes,yes,2,at_home,other,other,9,9
0,1,5,2,father,yes,1,3,1,2,no,no,4,services,services,other,11,11
0,1,4,1,mother,yes,8,4,5,5,yes,no,3,services,services,home,10,9
0,2,5,3,mother,yes,0,3,3,3,yes,no,1,at_home,services,other,10,10
0,2,4,2,mother,yes,2,2,1,4,yes,no,1,health,services,other,7,8
0,2,3,1,mother,yes,0,2,1,1,yes,no,1,other,services,other,15,16
0,1,4,1,father,yes,0,2,2,5,yes,no,4,teacher,health,other,12,12
0,2,5,3,mother,yes,11,5,1,3,no,no,2,other,services,course,11,10
0,4,5,3,mother,yes,8,5,2,3,no,no,2,other,other,reputation,14,14
0,1,4,1,mother,yes,11,3,1,2,yes,no,1,services,services,course,13,12
0,3,4,1,mother,yes,2,3,2,2,no,no,2,other,other,course,11,11
0,2,1,2,mother,yes,8,4,2,2,yes,no,1,other,other,home,10,10
0,1,4,2,mother,yes,5,3,2,2,no,no,2,at_home,other,home,11,11
0,2,5,2,mother,yes,0,3,1,1,no,yes,2,other,other,other,9,11
0,3,5,2,mother,yes,1,5,1,4,yes,no,4,teacher,services,course,11,12
3,1,3,3,father,yes,2,3,1,3,yes,no,4,health,other,course,9,8
0,1,5,2,father,yes,2,2,3,3,no,no,3,other,other,course,11,12
1,2,5,1,mother,yes,8,4,3,4,yes,no,4,services,other,other,9,8
0,2,5,1,father,yes,0,5,1,1,yes,no,4,health,health,course,15,16
0,1,4,1,father,yes,0,2,2,1,yes,no,1,other,at_home,other,11,11
0,2,4,1,mother,yes,2,5,1,2,yes,no,1,at_home,at_home,other,10,11
0,2,4,2,mother,yes,0,3,2,3,yes,no,2,other,other,course,18,18
0,2,4,2,father,yes,0,2,2,2,yes,no,2,other,services,course,13,13
0,2,4,2,father,yes,0,2,2,2,yes,yes,2,other,other,other,14,13
2,2,4,1,mother,no,2,3,3,4,yes,no,1,other,other,other,9,10
0,1,4,1,mother,yes,4,2,1,1,no,no,0,other,other,home,11,12
0,1,3,2,father,no,3,5,2,2,yes,no,1,at_home,at_home,course,11,10
0,3,4,1,father,yes,5,4,1,1,yes,no,2,other,other,home,14,13
0,1,4,1,mother,yes,4,4,2,4,no,no,2,other,at_home,course,10,11
3,2,5,2,mother,yes,2,4,1,1,yes,no,1,other,other,course,9,10
0,1,5,2,mother,no,0,5,3,5,no,no,2,other,other,course,13,10
1,1,4,3,other,yes,0,2,1,1,no,no,0,at_home,at_home,course,12,13
0,1,4,2,mother,yes,0,5,1,3,yes,no,1,other,services,course,9,10
0,2,4,2,mother,yes,6,3,1,4,no,no,1,at_home,at_home,course,9,10
0,2,5,1,father,yes,0,3,1,1,no,no,2,other,services,course,13,12
1,1,1,1,mother,yes,0,1,2,3,no,no,2,other,other,course,0,0
0,1,4,2,father,yes,2,5,2,3,yes,no,2,services,other,course,9,10
0,1,4,2,mother,yes,0,5,2,4,yes,no,1,at_home,other,course,10,9
1,1,5,2,other,no,2,3,2,3,yes,no,1,services,other,course,7,9
1,1,2,1,mother,no,0,1,2,2,yes,no,2,services,other,course,0,0
3,1,3,2,mother,yes,4,1,1,1,no,no,2,at_home,services,course,11,9
2,2,4,1,mother,no,9,5,1,3,yes,no,3,at_home,at_home,course,8,8
0,1,5,2,mother,yes,6,3,2,4,yes,no,2,services,services,course,8,8
3,1,4,2,other,no,4,3,1,3,yes,no,1,at_home,other,course,9,9
2,2,2,2,mother,yes,8,5,1,1,no,no,2,services,at_home,course,5,7
0,1,4,1,mother,yes,9,2,1,2,no,no,1,other,at_home,course,9,10
1,1,4,2,other,no,12,3,2,4,yes,no,1,other,other,course,11,10
0,1,5,1,mother,yes,8,4,3,4,yes,no,3,services,services,course,11,10
0,1,2,2,mother,yes,8,5,5,5,yes,no,2,other,other,course,10,11
1,2,5,3,other,yes,8,4,3,3,yes,no,1,other,services,home,9,11
1,2,4,2,mother,yes,4,4,2,3,yes,no,3,health,other,course,9,10
0,1,4,1,mother,no,0,3,2,3,yes,no,3,at_home,services,course,10,9
1,1,4,3,other,yes,4,4,3,3,yes,no,1,other,other,home,9,10
2,2,4,2,mother,yes,2,3,1,1,no,no,2,at_home,other,course,8,8
0,1,1,1,mother,no,0,4,1,1,no,no,1,at_home,other,course,8,7
1,1,5,2,mother,no,0,5,1,1,yes,no,2,other,other,other,6,0
0,1,4,2,mother,yes,0,3,1,1,yes,no,0,at_home,other,course,11,11
0,3,4,2,other,no,5,3,2,2,no,yes,1,other,at_home,course,7,8
0,2,5,1,mother,yes,0,5,1,3,yes,no,2,teacher,services,home,8,0
1,2,2,1,mother,yes,3,3,1,2,yes,no,2,services,services,course,6,8
0,1,3,1,mother,yes,0,2,1,1,no,no,1,health,at_home,course,10,9
0,1,5,1,father,yes,0,1,1,1,yes,no,2,at_home,other,course,10,10
2,2,3,3,mother,yes,3,4,2,2,no,no,1,other,other,course,8,7
0,2,4,2,father,yes,2,5,1,1,yes,no,2,services,at_home,reputation,13,14
0,1,4,2,mother,yes,0,3,1,1,yes,no,3,services,services,course,12,13
0,2,4,2,mother,yes,0,3,1,2,yes,no,2,at_home,other,reputation,13,14
0,2,4,2,mother,yes,0,5,1,2,yes,no,4,teacher,teacher,reputation,18,18
0,1,5,1,mother,yes,3,5,1,1,yes,no,4,services,other,reputation,17,17
0,2,4,2,mother,yes,0,3,1,2,yes,no,2,other,other,course,18,18
1,2,4,3,mother,yes,0,3,1,1,no,no,2,at_home,other,course,0,0
0,1,4,2,mother,yes,8,4,5,5,no,no,2,at_home,services,home,11,11
0,1,2,3,mother,yes,5,5,1,1,yes,yes,4,at_home,services,other,13,14
0,1,4,3,father,no,4,3,3,4,no,no,1,other,services,other,13,14
0,2,1,2,mother,yes,4,1,1,1,yes,no,2,other,other,course,8,10
0,3,5,2,father,yes,0,5,1,4,yes,no,2,services,services,course,12,13
0,2,5,1,mother,yes,0,1,1,1,yes,no,2,teacher,other,reputation,0,0
1,2,4,3,mother,no,2,2,1,2,no,no,1,at_home,services,course,10,10
1,1,5,2,father,no,0,5,2,3,no,no,1,at_home,services,other,0,0
0,4,4,2,father,yes,0,3,3,1,yes,no,2,teacher,other,course,18,18
0,2,5,2,mother,yes,5,3,1,2,yes,no,1,services,other,reputation,11,12
0,2,5,1,mother,yes,2,3,1,2,no,no,1,at_home,services,course,10,11
0,2,4,2,father,no,0,1,1,1,no,no,2,at_home,at_home,course,11,12
3,2,3,2,other,no,0,4,1,4,no,no,1,at_home,at_home,course,0,0
0,3,4,2,mother,yes,5,1,1,1,yes,no,2,services,other,home,14,15
1,2,4,2,mother,yes,4,5,1,3,yes,yes,3,services,other,home,11,11
0,2,5,1,father,yes,0,4,1,1,no,no,3,services,services,course,10,10
0,2,4,2,father,yes,2,3,1,2,yes,yes,4,teacher,services,other,12,12
0,2,1,2,mother,yes,0,3,1,2,no,no,2,services,other,reputation,14,15
0,1,3,2,father,yes,2,2,1,2,yes,no,1,other,services,home,13,14
0,3,5,2,father,yes,0,2,1,1,yes,no,1,at_home,services,course,17,18
0,2,4,3,mother,yes,0,4,1,4,no,no,2,at_home,other,course,15,15
0,2,4,2,mother,yes,6,2,1,3,yes,no,3,services,services,other,12,13
0,2,2,1,mother,yes,4,4,1,1,yes,no,4,at_home,at_home,course,14,15
0,2,3,2,father,yes,0,2,1,2,no,no,2,other,services,course,13,13
0,2,3,2,mother,yes,0,4,2,4,no,yes,3,at_home,other,course,10,9
0,3,4,2,mother,yes,0,2,2,2,yes,no,4,teacher,services,other,16,16
1,1,5,3,mother,yes,0,1,1,2,yes,no,1,other,services,reputation,8,9
0,1,5,2,father,yes,0,3,1,2,yes,no,3,at_home,services,course,10,10
0,2,3,3,father,yes,0,2,4,2,yes,no,4,other,teacher,other,5,0
0,1,4,3,father,no,3,3,2,3,yes,no,2,at_home,services,other,10,10
0,3,3,1,mother,yes,8,3,1,1,no,no,2,other,at_home,home,11,12
0,1,3,1,mother,yes,4,5,1,3,yes,no,2,other,other,course,8,9
0,3,5,2,mother,yes,0,4,1,1,yes,no,4,other,other,reputation,17,17
0,3,4,4,mother,yes,4,2,1,2,yes,no,1,other,other,home,11,12
1,2,4,2,other,yes,4,3,1,1,yes,no,1,at_home,other,course,8,9
0,2,5,1,mother,yes,1,3,3,4,yes,no,4,teacher,services,course,14,14
0,2,4,1,mother,yes,1,3,1,2,yes,no,3,other,other,home,16,16
0,2,4,1,mother,yes,10,4,2,3,yes,no,1,at_home,other,reputation,9,9
0,2,3,1,father,yes,4,4,1,4,yes,no,4,teacher,teacher,home,18,19
0,1,4,2,mother,yes,0,3,1,3,yes,no,1,other,other,other,7,0
0,2,4,2,father,yes,4,3,1,1,yes,no,3,other,services,home,15,16
1,1,4,2,mother,yes,0,2,1,3,no,no,1,other,services,other,8,0
1,1,5,2,father,yes,0,3,4,3,no,yes,2,other,other,home,7,0
0,3,5,2,mother,yes,0,3,1,3,no,no,2,at_home,other,other,17,15
0,2,5,2,mother,yes,0,4,1,1,yes,no,3,teacher,other,other,9,11
0,1,4,3,mother,yes,4,3,2,2,yes,no,4,teacher,at_home,reputation,9,10
1,3,5,1,mother,yes,4,2,1,2,yes,no,3,services,other,course,11,10
0,2,4,1,mother,yes,4,4,1,1,yes,no,1,teacher,services,course,15,16
0,2,1,2,mother,yes,6,1,1,1,no,no,1,other,other,course,12,9
0,1,2,2,mother,yes,6,5,3,4,yes,no,1,services,services,course,10,10
0,1,4,3,mother,yes,4,1,3,4,yes,no,2,services,other,course,11,11
